SpeciesLatinName,Common.name,Kingdom,Phylum,Class,Order,Family,Genus,Species
Terathopius ecaudatus,Bateleur,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Terathopius,ecaudatus
Cathartes aura,Turkey vulture,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,aura
Coragyps atratus,Black vulture,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,atratus
Gymnogyps californianus,California condor,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,californianus
Sarcoramphus papa,King vulture,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus,papa
Vultur gryphus,Andean condor,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Vultur,gryphus
Pandion haliaetus,Osprey,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus
Aix galericulata,Mandarin duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,galericulata
Aix sponsa,Wood duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,sponsa
Alopochen aegyptiaca,Egyptian goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,aegyptiaca
Anas acuta,Northern pintail,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,acuta
Anas americana,American wigeon,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,americana
Anas bahamensis,White-cheeked pintail,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,bahamensis
Anas clypeata,Northern shoveler,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,clypeata
Anas crecca,Green-winged teal,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,crecca
Anas cyanoptera,Cinnamon teal,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,cyanoptera
Anas discors,Blue-winged teal,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,discors
Anas fulvigula,Mottled duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,fulvigula
Anas laysanensis,Laysan duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,laysanensis
Anas penelope,Eurasian wigeon,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,penelope
Anas platyrhynchos,Mallard,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos
Anas querquedula,Garganey,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,querquedula
Anas rubripes,American black duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,rubripes
Anas strepera,Gadwall,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,strepera
Anser albifrons,Greater white-fronted goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,albifrons
Anser anser,Greylag goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,anser
Anser brachyrhynchus,Pink-footed goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,brachyrhynchus
Anser fabalis,Bean goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,fabalis
Aythya affinis,Lesser scaup,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis
Aythya americana,Redhead,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,americana
Aythya collaris,Ring-necked duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,collaris
Aythya ferina,Common pochard,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ferina
Aythya fuligula,Tufted duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,fuligula
Aythya marila,Greater scaup,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,marila
Aythya valisineria,Canvasback,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,valisineria
Branta bernicla,Brent goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,bernicla
Branta canadensis,Canada goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,canadensis
Branta hutchinsii,Cackling goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,hutchinsii
Branta leucopsis,Barnacle goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,leucopsis
Branta sandvicensis,Hawaiian goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,sandvicensis
Bucephala albeola,Bufflehead,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,albeola
Bucephala clangula,Common goldeneye,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,clangula
Bucephala islandica,Barrow's goldeneye,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,islandica
Callonetta leucophrys,Ringed teal,Animalia,Chordata,Aves,Anseriformes,Anatidae,Callonetta,leucophrys
Cereopsis novaehollandiae,Cape barren goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cereopsis,novaehollandiae
Chen caerulescens,Snow goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,caerulescens
Chen canagica,Emperor goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,canagica
Chen rossii,Ross's goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,rossii
Clangula hyemalis,Oldsquaw,Animalia,Chordata,Aves,Anseriformes,Anatidae,Clangula,hyemalis
Cygnus atratus,Black swan,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,atratus
Cygnus buccinator,Trumpeter swan,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,buccinator
Cygnus columbianus,Tundra swan,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,columbianus
Cygnus cygnus,Whooper swan,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,cygnus
Cygnus olor,Mute swan,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,olor
Dendrocygna autumnalis,Black-bellied whistling duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,autumnalis
Dendrocygna bicolor,Fulvous whistling duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,bicolor
Dendrocygna viduata,White-faced whistling duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,viduata
Histrionicus histrionicus,Harlequin duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Histrionicus,histrionicus
Lophodytes cucullatus,Hooded merganser,Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,cucullatus
Melanitta fusca,White-winged scoter,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,fusca
Melanitta nigra,Black scoter,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,nigra
Melanitta perspicillata,Surf scoter,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,perspicillata
Mergellus albellus,Smew,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergellus,albellus
Mergus merganser,Common merganser,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,merganser
Mergus serrator,Red-breasted merganser,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,serrator
Netta rufina,Red-crested pochard,Animalia,Chordata,Aves,Anseriformes,Anatidae,Netta,rufina
Oxyura australis,Blue-billed duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,australis
Oxyura jamaicensis,Ruddy duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,jamaicensis
Plectropterus gambensis,Spur-winged goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Plectropterus,gambensis
Polysticta stelleri,Steller's eider,Animalia,Chordata,Aves,Anseriformes,Anatidae,Polysticta,stelleri
Somateria fischeri,Spectacled eider,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,fischeri
Somateria mollissima,Common eider,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,mollissima
Somateria spectabilis,King eider,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,spectabilis
Tadorna tadorna,Common shelduck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,tadorna
Aeronautes saxatalis,White-throated swift,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aeronautes,saxatalis
Apus apus,Common swift,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,apus
Apus melba,Alpine swift,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,melba
Chaetura pelagica,Chimney swift,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,pelagica
Chaetura vauxi,Vaux's swift,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,vauxi
Cypseloides niger,Black swift,Animalia,Chordata,Aves,Apodiformes,Apodidae,Cypseloides,niger
Amazilia violiceps,Violet-crowned hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,violiceps
Amazilia yucatanensis,Buff-bellied hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,yucatanensis
Archilochus alexandri,Black-chinned hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,alexandri
Archilochus colubris,Ruby-throated hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,colubris
Calothorax lucifer,Lucifer hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calothorax,lucifer
Calypte anna,Anna's hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,anna
Calypte costae,Costa's hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,costae
Cynanthus latirostris,Broad-billed hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Cynanthus,latirostris
Eugenes fulgens,Magnificent hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Eugenes,fulgens
Lampornis clemenciae,Blue-throated hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,clemenciae
Lamprolaima rhami,Garnet-throated hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lamprolaima,rhami
Selasphorus platycercus,Broad-tailed hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,platycercus
Selasphorus rufus,Rufous hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,rufus
Selasphorus sasin,Allen's hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,sasin
Stellula calliope,Calliope hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,calliope
Apteryx australis,Brown kiwi,Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,australis
Buceros bicornis,Great hornbill,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Buceros,bicornis
Bycanistes subcylindricus,Grey-cheeked hornbill,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Bycanistes,subcylindricus
Ceratogymna atrata,Black-casqued hornbill,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Ceratogymna,atrata
Bucorvus leadbeateri,Southern ground hornbill,Animalia,Chordata,Aves,Bucerotiformes,Bucorvidae,Bucorvus,leadbeateri
Upupa epops,Eurasian hoopoe,Animalia,Chordata,Aves,Bucerotiformes,Upupidae,Upupa,epops
Caprimulgus carolinensis,Chuck-will's-widow,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,carolinensis
Caprimulgus europaeus,Eurasian nightjar,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,europaeus
Caprimulgus ruficollis,Red-necked nightjar,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,ruficollis
Caprimulgus vociferus,Whip-poor-will,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,vociferus
Chordeiles minor,Common nighthawk,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,minor
Phalaenoptilus nuttallii,Common poorwill,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Phalaenoptilus,nuttallii
Casuarius bennetti,Dwarf cassowary,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,bennetti
Casuarius casuarius,Southern cassowary,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,casuarius
Casuarius unappendiculatus,Northern cassowary,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,unappendiculatus
Dromaius novaehollandiae,Emu,Animalia,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,novaehollandiae
Aethia cristatella,Crested auklet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,cristatella
Aethia pusilla,Least auklet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,pusilla
Aethia pygmaea,Whiskered auklet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,pygmaea
Alca torda,Razorbill,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,torda
Brachyramphus marmoratus,Marbled murrelet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,marmoratus
Cepphus columba,Pigeon guillemot,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,columba
Cepphus grylle,Black guillemot,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,grylle
Cerorhinca monocerata,Rhinoceros auklet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cerorhinca,monocerata
Fratercula arctica,Atlantic puffin,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Fratercula,arctica
Ptychoramphus aleuticus,Cassin's auklet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Ptychoramphus,aleuticus
Synthliboramphus antiquus,Ancient murrelet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus,antiquus
Synthliboramphus hypoleucus,Xantus' murrelet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus,hypoleucus
Uria aalge,Common murre,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,aalge
Uria lomvia,Thick-billed murre,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,lomvia
Burhinus oedicnemus,Eurasian thick-knee,Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus,oedicnemus
Charadrius alexandrinus,Snowy plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,alexandrinus
Charadrius dubius,Little ringed plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,dubius
Charadrius hiaticula,Common ringed plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,hiaticula
Charadrius melodus,Piping plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,melodus
Charadrius montanus,Mountain plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,montanus
Charadrius morinellus,Eurasian dotterel,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,morinellus
Charadrius semipalmatus,Semipalmated plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,semipalmatus
Charadrius vociferus,Killdeer,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,vociferus
Pluvialis apricaria,European golden-plover and greater golden-plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,apricaria
Pluvialis dominica,American golden plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,dominica
Pluvialis fulva,Pacific golden-plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,fulva
Pluvialis squatarola,Black-bellied plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,squatarola
Vanellus armatus,Blacksmith lapwing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,armatus
Vanellus spinosus,Spur-winged lapwing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,spinosus
Vanellus vanellus,Northern lapwing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,vanellus
Haematopus bachmani,Black oystercatcher,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,bachmani
Haematopus ostralegus,Eurasian oystercatcher,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,ostralegus
Haematopus palliatus,American oystercatcher,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,palliatus
Anous minutus,Black noddy,Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,minutus
Anous stolidus,Noddy tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,stolidus
Chlidonias niger,Black tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,niger
Chroicocephalus genei,Slender-billed gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,genei
Chroicocephalus ridibundus,Black-headed gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus
Gelochelidon nilotica,Gull-billed tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gelochelidon,nilotica
Gygis alba,Fairy tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gygis,alba
Hydrocoloeus minutus,Little gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydrocoloeus,minutus
Hydroprogne caspia,Caspian tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,caspia
Ichthyaetus audouinii,Audouin's gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,audouinii
Ichthyaetus ichthyaetus,Great black-headed gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,ichthyaetus
Ichthyaetus melanocephalus,Mediterranean gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,melanocephalus
Larosterna inca,Inca tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larosterna,inca
Larus argentatus,Herring gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,argentatus
Larus cachinnans,Caspian gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,cachinnans
Larus californicus,California gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,californicus
Larus canus,Mew gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,canus
Larus delawarensis,Ring-billed gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,delawarensis
Larus fuscus,Lesser black-backed gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,fuscus
Larus glaucescens,Glaucous-winged gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,glaucescens
Larus glaucoides,Iceland gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,glaucoides
Larus heermanni,Heermann's gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,heermanni
Larus hyperboreus,Glaucous gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,hyperboreus
Larus marinus,Great black-backed gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,marinus
Larus michahellis,Yellow-legged gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,michahellis
Larus occidentalis,Western gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,occidentalis
Larus pacificus,Pacific gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,pacificus
Leucophaeus atricilla,Laughing gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,atricilla
Leucophaeus pipixcan,Franklin's gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,pipixcan
Onychoprion anaethetus,Bridled tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,anaethetus
Onychoprion fuscatus,Sooty tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,fuscatus
Onychoprion lunatus,Gray-backed tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,lunatus
Pagophila eburnea,Ivory gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Pagophila,eburnea
Procelsterna cerulea,Blue-gray noddy,Animalia,Chordata,Aves,Charadriiformes,Laridae,Procelsterna,cerulea
Rissa brevirostris,Red-legged kittiwake,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,brevirostris
Rissa tridactyla,Black-legged kittiwake,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,tridactyla
Rynchops niger,Black skimmer,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rynchops,niger
Sterna dougallii,Roseate tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,dougallii
Sterna forsteri,Forster's tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,forsteri
Sterna hirundo,Common tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,hirundo
Sterna paradisaea,Arctic tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,paradisaea
Sternula albifrons,Little tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,albifrons
Sternula antillarum,Least tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,antillarum
Thalasseus elegans,Elegant tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,elegans
Thalasseus maximus,Royal tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,maximus
Thalasseus sandvicensis,Sandwich tern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,sandvicensis
Himantopus himantopus,Black-winged stilt,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,himantopus
Himantopus mexicanus,Black-necked (Hawaiian) stilt,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,mexicanus
Recurvirostra americana,American avocet,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,americana
Recurvirostra avosetta,Pied avocet,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,avosetta
Actitis hypoleucos,Common sandpiper,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,hypoleucos
Actitis macularius,Spotted sandpiper,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,macularius
Arenaria interpres,Ruddy turnstone,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,interpres
Bartramia longicauda,Upland sandpiper,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,longicauda
Calidris alba,Sanderling,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alba
Calidris alpina,Dunlin,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alpina
Calidris canutus,Red knot,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,canutus
Calidris ferruginea,Curlew sandpiper,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,ferruginea
Calidris fuscicollis,White-rumped sandpiper,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,fuscicollis
